Sp_Class  ,  u_mag  ,  g_mag  ,  r_mag  ,  i_mag  ,  z_mag ,RA,Dec
DA_auto      ,19.351,19.103,19.402,19.648,19.901,151.117469,42.921932
DA_auto      ,20.033,19.443,19.207,19.157,19.108,151.162012,2.339699
DC           ,20.405,20.145,20.183,20.303,20.387,151.171815,62.129726
DB           ,17.68,17.834,18.143,18.449,18.722,151.176985,53.530572
DB_A:        ,19.55,19.606,19.869,20.143,20.011,151.17747,2.284148
DA_auto      ,18.195,18.062,18.397,18.727,19.003,151.184609,8.62991
DA_auto      ,18.884,19.104,19.644,19.967,20.249,151.28649,57.100723
DA_auto      ,19.25,19.43,19.864,20.171,20.789,151.301229,0.772064
DA_auto      ,20.153,20.104,20.469,20.894,20.781,151.302445,0.583627
DA_auto      ,20.449,19.992,19.996,20.143,20.633,151.319092,60.207855
DA_auto      ,20.551,20.225,20.261,20.312,20.458,151.364489,44.684547
DA_auto      ,20.227,19.849,20.078,20.302,20.805,151.369278,42.317402
DA+M         ,19.581,19.214,19.164,18.48,17.829,151.374709,52.327194
DA_auto      ,19.809,19.324,19.26,19.345,19.305,151.419742,1.691148
DA_auto      ,19.371,18.942,18.973,19.11,19.269,151.422162,37.183919
DA_auto      ,18.117,17.699,17.659,17.654,17.766,151.448846,3.141183
DA_auto      ,19.67,20.028,20.411,20.866,22.261,151.449179,10.212953
DA           ,20.105,19.765,20.065,20.352,20.576,151.450399,5.701229
DA_auto      ,19.504,19.226,19.551,19.782,19.903,151.467063,51.475291
DA_auto      ,20.626,20.171,20.251,20.402,20.894,151.499903,53.222945
DA_auto      ,19.417,18.958,19.122,19.274,19.401,151.502351,10.172838
DA_auto      ,19.704,19.268,19.418,19.566,19.9,151.51611,64.771316
DA:+M        ,18.334,17.86,17.708,17.368,16.696,151.538257,0.738077
DA_auto      ,19.206,18.722,18.747,18.773,18.877,151.542063,42.569106
DA_auto      ,19.006,18.907,19.258,19.506,19.731,151.556375,38.39744
DA           ,16.401,16.824,17.369,17.728,18.045,151.561484,44.318429
DA_auto      ,18.771,18.203,18.473,18.668,18.766,151.577241,60.916864
DA_auto      ,19.837,19.433,19.75,19.955,20.298,151.595648,53.066202
DA_auto      ,16.429,16.022,16.058,16.15,16.314,151.596164,7.203494
DA_auto      ,19.541,18.975,18.76,18.75,18.837,151.61658,8.510772
DA           ,18.116,18.47,19.013,19.327,19.662,151.61807,62.804181
DB           ,18.768,18.862,19.171,19.48,19.67,151.636942,42.731207
DA_auto      ,20.628,20.4,20.674,20.987,21.436,151.649193,40.895377
DA_auto      ,20.283,19.902,20.204,20.474,20.869,151.652965,10.636981
DB_A:        ,18.089,18.069,18.269,18.35,18.633,151.691963,41.55182
DA           ,19.557,19.131,19.224,19.317,19.498,151.70415,62.797258
DA+M         ,19.761,19.734,19.708,18.886,18.143,151.722821,61.007952
DA_auto      ,19.072,19.005,19.502,19.749,20.029,151.735393,57.330768
DC           ,20.02,19.557,19.424,19.381,19.54,151.740467,1.867663
DA+M         ,19.521,19.499,19.113,18.644,18.274,151.74436,12.19277
DA           ,20.236,20.387,20.73,21.001,21.042,151.749292,2.73115
DA_auto      ,20.328,19.919,20.17,20.427,20.834,151.762853,9.538005
DA_auto      ,18.624,18.328,18.758,19.003,19.197,151.801678,40.117758
DA_auto      ,20.488,19.967,20.203,20.419,20.781,151.812069,0.897607
DAH          ,18.779,18.775,19.047,19.322,19.569,151.814812,12.619309
DA_auto      ,20.172,20.184,20.602,20.909,21.372,151.818704,0.694378
DA_auto      ,19.286,18.872,19.034,19.196,19.375,151.826101,52.755511
DB           ,19.418,19.455,19.737,20.018,20.287,151.868374,61.18428
DA_auto      ,20.065,19.583,19.413,19.299,19.347,151.885999,1.154069
DA_auto      ,18.468,18.026,18.291,18.554,18.856,151.91531,40.543311
DA+M         ,18.733,18.202,17.69,16.741,16.171,151.921193,40.690516
DA:          ,19.905,19.887,20.348,20.648,20.913,151.934856,40.485076
DA_auto      ,19.709,19.245,19.398,19.536,19.695,151.99189,64.806999
DA_auto      ,19.421,19.307,19.653,19.935,20.177,152.011813,36.940512
DB:          ,17.806,17.756,17.915,18.09,18.323,152.070988,43.825498
DA_auto      ,18.509,18.282,18.586,18.852,19.148,152.082308,6.003047
DA_auto      ,20.493,19.971,19.961,20.17,20.213,152.08823,1.027105
DA_auto      ,19.055,19.483,19.971,20.302,20.685,152.093295,1.88541
DZ           ,18.887,18.533,18.51,18.544,18.722,152.098919,2.811097
DZ           ,18.887,18.533,18.51,18.544,18.722,152.098919,2.811097
DA_auto      ,20.768,20.283,20.426,20.772,21.305,152.108868,53.161788
DA_auto      ,17.885,17.732,18.025,18.266,18.494,152.1124,3.281393
DA_auto      ,18.728,19.012,19.443,19.818,20.033,152.123571,11.597356
DA:          ,20.256,20.047,20.371,20.799,21.312,152.161984,63.440842
DA_auto      ,18.911,18.822,19.076,19.293,19.657,152.170442,64.534718
DA_auto      ,20.391,20.049,20.384,20.65,21.009,152.192392,37.892882
DA_auto      ,19.156,18.616,18.807,19.025,19.261,152.220764,62.091938
DA+M         ,20.542,20.32,20.538,20.402,20.111,152.241385,46.306209
DA           ,19.277,18.844,18.851,18.966,19.087,152.245706,2.074047
DA_auto      ,19.669,19.195,19.312,19.483,19.747,152.245979,48.629491
DA_auto      ,20.68,20.272,20.458,20.688,20.641,152.262865,4.893172
DB           ,18.397,18.459,18.8,19.03,19.335,152.2684,6.138203
DA+M         ,18.94,18.562,18.714,18.609,18.121,152.273438,2.744801
DA           ,20.387,20.399,20.749,21.052,20.856,152.32534,1.998218
DA_auto      ,20.01,19.858,20.177,20.452,20.822,152.337411,9.031682
DA_auto      ,20.027,19.678,19.936,20.18,20.268,152.344706,40.534849
DA_auto      ,19.382,19.657,20.138,20.46,20.669,152.357848,62.942082
DA           ,20.517,20.172,20.337,20.59,21.181,152.359325,1.398744
DA_auto      ,19.054,18.704,18.963,19.198,19.538,152.360932,37.183017
DA_auto      ,19.896,19.474,19.808,20.032,20.21,152.374329,41.201453
DA_auto      ,18.088,18.036,18.386,18.683,18.963,152.38586,8.592537
DA           ,18.738,18.586,18.831,19.068,19.399,152.386405,52.777281
DA_auto      ,19.926,19.598,19.871,20.174,20.181,152.390034,43.332254
DA           ,19.017,19.412,19.908,20.203,20.584,152.397877,62.839489
DA_auto      ,20.255,19.951,20.225,20.549,20.728,152.414529,6.365219
DA_auto      ,18.632,18.194,18.334,18.48,18.723,152.437009,52.247858
DA           ,20.728,20.481,20.756,21.11,22.077,152.451044,1.424345
DA+M         ,19.669,19.422,19.47,18.872,18.25,152.473731,-0.481509
DA           ,18.07,17.617,17.769,17.891,18.128,152.480719,0.162239
DB:          ,20.107,20.301,20.668,20.879,20.925,152.488427,62.7296
DA_auto      ,18.762,18.677,19.021,19.312,19.625,152.504013,39.097395
DA_auto      ,19.339,18.988,19.258,19.494,19.78,152.525255,38.2159
DA_auto      ,19.384,18.894,18.739,18.718,18.681,152.532873,61.921031
DAOB         ,17.337,17.766,18.271,18.637,18.99,152.564983,11.953147
DB           ,20.323,20.423,20.724,21.146,22.029,152.592257,3.03259
DA_auto      ,20.846,20.403,20.575,20.674,20.519,152.614767,62.722328
DA_auto      ,18.381,17.894,18.146,18.349,18.706,152.638413,10.130197
DA_auto      ,19.688,19.515,19.889,20.09,20.245,152.656887,37.274752
DA_auto      ,17.475,17.608,18.004,18.353,18.641,152.664306,54.422023
DB_A:        ,18.809,18.875,19.156,19.425,19.688,152.704945,6.362141
DA_auto      ,18.524,18.238,18.505,18.785,19.108,152.705877,4.125792
DA           ,18.266,18.481,18.938,19.259,19.655,152.707829,2.849986
DA           ,20.023,20.2,20.528,20.734,20.835,152.730364,2.093467
DA_auto      ,20.135,20.014,20.318,20.679,21.066,152.761717,46.335975
DA_auto      ,19.982,19.72,19.9,20.22,20.123,152.851334,64.782093
DB           ,18.841,18.969,19.396,19.647,19.719,152.88284,5.124813
DA_auto      ,20.317,20.025,20.164,20.425,20.563,152.894322,9.665973
DA+M         ,20.888,20.451,20.47,20.009,19.375,152.920681,3.236747
DA_auto      ,19.19,19.44,19.855,20.168,20.762,152.93644,11.144494
DA_auto      ,20.611,20.242,20.416,20.696,20.642,152.95807,42.301514
DB           ,19.421,19.48,19.787,20.005,20.13,153.002069,2.29224
DA_auto      ,19.914,19.567,19.688,19.771,20.169,153.014166,41.752643
DA_auto      ,17.061,17.46,17.936,18.294,18.626,153.023487,61.947734
DA           ,20.677,20.28,20.108,20.113,20.044,153.028704,2.334209
DA           ,20.487,20.061,20.324,20.653,20.663,153.070678,53.083859
DZ           ,20.705,20.438,20.589,20.594,20.353,153.071837,44.591441
DA_auto      ,18.132,17.733,17.921,18.16,18.316,153.075361,61.138578
DA_auto      ,18.644,18.263,18.561,18.872,19.016,153.087524,46.124227
DA           ,18.014,18.033,18.395,18.676,18.827,153.135371,1.912375
DA_auto      ,18.538,18.208,18.419,18.66,18.914,153.143254,7.34301
DA_auto      ,19.023,18.614,18.895,19.185,19.39,153.145045,36.936985
DA           ,20.116,19.856,20.14,20.424,20.46,153.153342,2.914898
DA           ,20.816,20.332,20.621,20.954,20.623,153.176745,2.397453
DA:+M:       ,19.052,19.44,19.904,19.979,20.148,153.205731,4.693328
DA_auto      ,20.585,20.163,20.284,20.385,20.726,153.20687,43.653591
DA_auto      ,19.144,18.714,18.676,18.682,18.757,153.223609,44.849539
DA_auto      ,18.399,18.685,19.155,19.476,20.151,153.228384,58.167559
DA           ,20.22,20.001,20.235,20.597,21.258,153.270137,0.926875
DA_auto      ,19.839,19.332,19.19,19.176,19.133,153.271558,3.390637
DA_auto      ,20.71,20.206,20.299,20.539,20.823,153.275354,7.31042
DA_auto      ,20.251,19.837,20.019,20.158,20.34,153.277863,3.733997
DA_auto      ,20.144,20.048,20.45,20.716,21.545,153.282926,43.61993
DA_auto      ,16.161,16.384,16.807,17.147,17.501,153.302968,4.087278
DBA          ,17.966,18.008,18.337,18.608,18.973,153.316741,7.987562
DA:          ,20.273,20.022,20.145,20.346,20.577,153.331699,46.80035
DA_auto      ,20.612,20.18,20.339,20.482,20.679,153.345106,61.712862
DA+M         ,18.921,18.486,18.518,18.584,18.621,153.349599,4.662827
DA_auto      ,15.845,16.28,16.754,17.1,17.434,153.367356,6.202049
DA_auto      ,20.037,20.113,20.392,20.716,21.062,153.369639,44.567671
DA_auto      ,18.583,18.157,18.28,18.441,18.672,153.386808,47.560952
DQ:          ,18.84,18.617,18.678,18.81,18.917,153.402348,43.848534
DA_auto      ,20.278,20.088,20.422,20.747,20.537,153.404025,42.590252
DA_auto      ,19.302,18.955,19.282,19.514,19.819,153.407173,59.553743
DA_auto      ,20.324,20.301,20.606,20.916,21.069,153.414862,44.95954
DA_auto      ,20.419,20.104,20.346,20.587,20.837,153.414863,6.258207
DA_auto      ,19.575,19.171,19.061,19.081,19.033,153.434483,62.772062
DA_auto      ,18.155,18.139,18.431,18.731,19.016,153.45695,56.37478
DB           ,19.686,19.786,20.032,20.081,20.303,153.463097,43.814177
DA_auto      ,20.409,20.102,20.356,20.553,20.629,153.473574,44.092084
DA_auto      ,19.228,19.281,19.674,19.983,20.34,153.494379,9.970378
DA_auto      ,19.514,19.488,19.713,20.025,20.395,153.521295,44.128445
DA_auto      ,18.843,18.372,18.554,18.72,18.861,153.539986,59.115689
DA_auto      ,17.33,16.84,16.71,16.684,16.732,153.560219,4.027062
DA_auto      ,20.952,20.472,20.495,20.646,20.617,153.561507,4.888102
DA_auto      ,18.267,17.812,17.697,17.675,17.687,153.56544,50.461826
DA_auto      ,19.688,19.344,19.605,19.839,19.967,153.578575,3.529794
DA_auto      ,20.437,19.9,19.937,20.044,20.19,153.579029,3.949817
DA_auto      ,20.31,19.838,20.073,20.233,20.529,153.58491,6.048341
DA_auto      ,19.839,19.27,19.156,19.123,19.18,153.60234,11.03968
DA           ,19.317,18.924,18.917,19.035,19.201,153.646892,-0.787342
DA_auto      ,16.737,16.368,16.28,16.266,16.337,153.650052,42.439476
DA           ,19.584,19.182,19.481,19.623,19.645,153.671229,1.16689
DA_auto      ,19.757,19.346,19.253,19.301,19.463,153.691167,6.581363
DA_auto      ,20.601,20.436,20.523,20.562,20.916,153.702112,2.861657
DA+M         ,20.302,20.093,20.082,19.171,18.44,153.715044,45.696701
DA_auto      ,18.874,18.874,19.203,19.443,19.713,153.715181,41.560595
DA           ,19.763,19.654,19.986,20.238,20.353,153.715453,2.154036
DA_auto      ,19.495,19.275,19.572,19.881,20.161,153.717236,39.643906
DA_auto      ,19.62,19.3,19.542,19.726,20.144,153.722235,6.502252
DA_auto      ,19.598,19.171,19.053,19.074,19.162,153.738929,60.23755
DA_auto      ,19.631,19.124,19.202,19.319,19.409,153.748246,6.23371
DA_auto      ,16.766,16.188,15.94,15.858,15.881,153.760657,8.110031
DB           ,18.433,18.612,18.939,19.257,19.468,153.762303,46.809814
DA_auto      ,20.13,20.008,20.304,20.552,20.396,153.781111,3.687293
DC:          ,19.97,19.804,19.983,20.13,20.428,153.802514,3.929804
DA_auto      ,19.394,18.988,19.234,19.386,19.758,153.828071,45.153896
DA           ,19.614,19.444,19.562,19.624,20.085,153.830513,11.790042
DA_auto      ,18.521,17.962,18.26,18.433,18.585,153.831759,59.908481
DA_auto      ,20.925,20.449,20.379,20.452,20.315,153.833853,58.40834
DAH          ,19.101,18.588,18.414,18.391,18.485,153.873437,9.117704
DA_auto      ,19.276,18.872,18.818,18.848,19.029,153.881674,12.610934
DA_auto      ,17.369,17.645,18.124,18.465,18.81,153.883783,4.41876
DC:          ,19.233,19.04,19.143,19.312,19.339,153.899347,7.460209
DA_auto      ,18.851,18.611,18.941,19.27,19.507,153.930563,42.626921
DA           ,16.032,15.659,15.763,15.985,16.174,153.950091,3.113412
DC           ,20.081,20.043,20.203,20.369,20.86,153.956683,1.884816
DA_auto      ,18.89,18.594,18.666,18.728,18.935,154.000764,11.583748
DA           ,18.725,18.696,18.984,19.333,19.456,154.030822,0.343942
DA           ,19.272,18.917,18.989,19.07,19.239,154.050583,1.199112
DA           ,19.272,18.917,18.989,19.07,19.239,154.050583,1.199112
DA_auto      ,19.3,19.326,19.699,19.99,20.353,154.058318,60.634777
DA+M         ,19.889,19.566,19.584,19.043,18.452,154.061255,49.15844
DA           ,20.57,20.274,20.351,20.471,20.341,154.076544,4.155709
DA_auto      ,20.566,20.205,20.31,20.397,20.2,154.144314,61.708076
DBA          ,18.262,18.402,18.752,19,19.299,154.153373,7.830922
DA           ,18.223,18.334,18.792,18.986,19.021,154.178915,4.721584
DA_auto      ,20.131,19.737,19.914,19.964,19.967,154.189544,58.897421
DA+M         ,17.223,17.075,17.235,16.83,16.273,154.196698,-1.152008
DA+M:        ,18.93,18.994,19.428,19.423,19.301,154.210012,8.130378
DA_auto      ,19.762,19.606,19.977,20.272,20.675,154.217269,45.37969
DA_auto      ,19.961,20.093,20.476,20.737,20.822,154.24087,4.493647
DB           ,19.401,19.398,19.641,19.935,20.107,154.276223,46.99888
DB           ,18.917,18.961,19.091,19.278,19.494,154.319528,46.875667
DC:          ,20.06,20.017,20.16,20.286,20.158,154.324965,58.074187
WD:+M        ,19.954,19.876,19.65,18.876,18.381,154.344662,2.863312
DA_auto      ,20.273,19.85,19.947,20.085,19.932,154.349459,4.192584
DA_auto      ,20.729,20.532,20.778,21.006,21.843,154.388442,58.011815
DA_auto      ,19.546,19.249,19.523,19.81,20.218,154.400438,62.213338
DA_auto      ,18.118,17.857,18.224,18.443,18.768,154.417118,3.518586
DA           ,16.775,16.465,16.815,16.974,17.225,154.423726,-0.492802
DA_auto      ,20.644,20.358,20.239,20.478,20.342,154.448865,42.623269
DA_auto      ,19.798,19.873,20.322,20.67,20.382,154.486035,59.057101
DQ           ,16.791,16.434,16.43,16.484,16.582,154.500028,8.638966
DA_auto      ,19.414,19.216,19.496,19.852,19.938,154.507714,42.238651
DA_auto      ,20.629,20.24,20.428,20.659,21.109,154.508467,61.672795
DAH          ,16.501,16.31,16.435,16.542,16.731,154.521007,1.189898
DZ           ,20.162,19.949,19.98,20.102,20.215,154.521539,3.743241
DA+M:        ,18.832,18.526,18.804,18.894,18.775,154.523189,46.552751
DA_auto      ,17.583,17.553,17.872,18.23,18.525,154.527445,45.975091
DA_auto      ,20.937,20.481,20.599,20.844,20.859,154.533972,42.861745
DA_auto      ,19.507,19.092,19.338,19.511,19.827,154.54539,44.334241
DA_auto      ,19.773,19.604,19.911,20.189,20.413,154.555077,7.356654
DA_auto      ,20.359,19.926,20.24,20.393,20.575,154.578451,3.736821
DA_auto      ,18.724,18.997,19.383,19.772,20.01,154.579103,4.074267
DB           ,18.193,18.208,18.497,18.649,18.902,154.588312,14.085266
DA           ,17.811,17.527,17.76,17.986,18.255,154.611484,2.191518
DA_auto      ,19.472,19.862,20.386,20.694,21.121,154.670598,47.064665
DA           ,19.536,19.376,19.613,19.845,19.796,154.684529,1.986037
DB           ,19.564,19.671,19.927,20.152,20.333,154.784826,0.920758
DA           ,18.695,18.187,18.344,18.486,18.812,154.797941,0.004785
DA_auto      ,18.825,18.481,18.456,18.555,18.626,154.807426,38.159527
DA_auto      ,20.009,19.571,19.654,19.782,19.963,154.847081,61.242105
DA_auto      ,19.203,19.486,19.959,20.298,20.576,154.885951,6.440936
DA_auto      ,19.159,18.738,18.811,18.89,19.035,154.947298,58.637287
DA_auto      ,19.782,19.958,20.345,20.664,20.901,154.948927,46.400983
DA+M         ,18.816,18.55,18.749,18.505,18.042,154.977296,40.443389
DA+M         ,18.427,18.268,18.535,18.438,18.025,154.977658,53.293605
DA:          ,18.78,18.521,18.542,18.625,18.761,155.014087,0.150724
DA_auto      ,19.887,19.425,19.547,19.771,20.026,155.052852,42.310342
DA_auto      ,20.219,19.73,19.793,20.075,20.187,155.066629,6.301046
DA           ,18.937,18.735,19.007,19.308,19.584,155.114383,3.117932
DA_auto      ,20.453,20.037,20.089,20.088,20.336,155.12219,4.609969
DA_auto      ,19.146,18.705,18.874,18.963,19.317,155.133959,50.590962
DA_auto      ,18.971,18.539,18.76,19.018,19.223,155.148649,6.117309
DA_auto      ,20.655,20.563,20.736,20.95,21.348,155.151098,62.433605
DA_auto      ,20.224,19.743,19.801,19.877,20.153,155.151254,60.280122
DA_auto      ,18.909,18.488,18.499,18.638,18.872,155.163048,45.512948
DA_auto      ,19.679,19.507,19.831,20.088,20.364,155.164081,40.382033
DA           ,19.256,18.838,18.884,18.985,19.06,155.173883,-1.183602
DA_auto      ,17.755,17.731,18.155,18.401,18.711,155.177817,4.217455
DA_auto      ,20.831,20.458,20.56,20.671,20.616,155.220265,43.566088
DB_A:        ,17.883,18.024,18.369,18.646,18.943,155.253844,56.779093
DA_auto      ,19.829,19.404,19.477,19.637,19.859,155.26254,43.097418
DA_auto      ,19.42,19.457,19.843,20.1,20.214,155.282315,57.443535
DA           ,20.669,20.145,20.39,20.675,20.567,155.3004,1.817407
DA_auto      ,18.214,17.825,17.831,17.914,18.084,155.367913,39.624605
DB+M         ,18.009,18.283,18.642,18.518,18.139,155.381483,51.273049
DA_auto      ,18.343,18.297,18.605,18.899,19.117,155.442948,54.698446
DA:          ,19.717,19.419,19.774,20.108,20.377,155.471362,5.722883
DA           ,17.622,17.733,18.163,18.457,18.704,155.520521,2.654201
DA_auto      ,16.903,16.469,16.253,16.199,16.25,155.543171,46.21368
DA_auto      ,19.103,19.039,19.375,19.678,19.96,155.609572,6.780267
DA           ,20.387,20.146,20.455,20.818,20.943,155.61675,2.009761
DA_auto      ,19.763,19.392,19.613,19.852,19.973,155.647507,6.369137
DA_auto      ,18.383,17.977,17.958,18.003,18.12,155.67584,50.55015
DB_A:        ,18.889,18.949,19.188,19.455,19.746,155.713871,52.051412
DA           ,18.532,18.146,18.284,18.487,18.71,155.715006,1.521472
DA_auto      ,19.15,18.503,18.283,18.193,18.249,155.722942,13.471828
DA           ,19.419,18.981,18.989,19.012,19.149,155.723128,1.002904
DA           ,20.294,20.09,20.404,20.757,20.504,155.789541,65.174354
DB           ,17.43,17.514,17.807,18.095,18.334,155.802613,5.177648
DA           ,20.551,20.195,20.344,20.472,20.491,155.844071,1.660443
PG1159       ,17.132,17.635,18.166,18.639,18.957,155.86422,53.882978
DB:+M        ,20.409,20.501,20.633,20.172,19.649,155.864983,44.013999
DA_auto      ,19.156,18.729,18.903,19.187,19.244,155.883238,45.798847
DA+M         ,18.082,17.72,17.735,17.144,16.522,155.892715,4.456192
DA_auto      ,17.995,17.583,17.588,17.697,17.86,155.919286,45.735799
